Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
2180,2,3,2019,1.57995213741481,1,5,507967.836067327
1010,2,2,1990,3.69559688254042,0,4,246540.965935996
4812,2,1,1965,1.7282749762917,1,7,961367.139332906
1824,2,1,2017,2.03641371321934,0,5,427947.103097377
1655,2,3,1997,2.51950461797577,2,5,396277.33998439
2327,4,3,2005,4.60954706189655,0,1,585574.109614686
3641,1,1,2013,1.35227038048181,2,2,763296.572554766
3986,3,1,2008,0.522619486744114,2,5,827741.173815743
2310,5,1,2011,0.770433846701766,1,3,523323.067060065
3423,3,1,1960,4.57144853756053,0,2,731262.202493734
2714,3,1,1967,3.41382409179513,1,4,574450.484182313
4686,1,1,1968,1.72868278697513,0,4,923773.12935606
1213,1,2,2004,1.29736625455036,2,4,269665.861398396
4102,1,1,1975,1.82420031486701,2,4,838955.453898646
4634,2,3,1955,1.01658617263076,0,3,915104.235013581
4022,4,2,1953,4.73689809627999,0,7,875981.026895462
4768,2,1,1978,4.0289277846437,1,9,1017321.39527506
1743,4,3,2008,2.58076029610643,0,5,435500.944794379
4209,4,2,1966,4.39233172301841,0,4,896600.488519803
1581,3,3,1992,1.62256191931955,0,2,342679.45001246
955,3,1,2015,3.72704255812487,1,2,267185.267641605
1394,4,1,1983,4.35259624556185,0,5,338350.595434441
1884,4,1,1957,2.10545920230473,2,7,414166.584309186
2458,2,1,1962,3.90859000452823,1,10,523387.095940193
3572,2,2,1957,1.82782557168939,1,10,720713.428816261
2496,3,2,2014,1.84485710866564,2,9,551668.646540633
4785,1,3,1992,0.981757303493837,2,7,972746.695260235
1004,4,1,1988,2.48026120929229,2,5,269874.715903847
1714,2,3,2008,3.7837035792384,0,10,431423.294812402
2031,3,2,1993,4.73099362507078,2,10,501692.851589206
3940,2,1,1958,3.21708646368093,0,10,804904.720541215
1323,4,1,1986,4.38410991981083,1,6,362719.626858521
1428,4,2,1985,4.20122592180602,1,3,369407.96419172
633,5,2,1977,1.28004373838876,2,5,176494.354102412
2605,1,2,1991,2.68617843010684,0,8,557218.645638916
4127,5,2,1992,1.02615590986426,2,1,909713.435000704
2352,3,2,1991,3.56968922702736,2,1,526951.77576122
4675,2,1,2015,4.77454850710734,0,7,1033450.4577545
3433,3,2,2004,1.1169025613544,2,5,739205.515932725
3784,4,1,2021,3.80247408861144,1,5,870504.828591013
4798,5,1,1997,3.34507167890537,2,1,1045202.34964363
3311,5,2,1971,3.12622266653645,0,9,722603.689689462
1750,5,2,1976,2.25554105609753,0,1,409947.221636118
4012,3,1,2016,2.09809241489216,1,5,901000.488233821
1756,4,2,1962,0.703621350584995,0,10,364834.682152796
3876,2,2,1994,1.48058918713406,0,9,795928.181826706
3986,2,2,1959,0.568295970290721,1,4,778486.842734134
4084,3,3,1958,3.11637697511909,2,8,858011.513542948
1896,5,1,2003,0.97633956145059,1,6,418888.661695459
4137,1,3,1976,4.42858727313372,2,3,887527.907179991
3830,3,2,1983,2.85414359313724,1,4,827140.444715276
3203,3,3,1950,3.64860459076419,2,2,673586.747670695
970,4,2,1981,2.34885691328223,1,1,258717.680209739
1853,2,3,2020,3.02260914050472,2,8,471816.885318414
3283,3,2,2016,4.74196629634984,1,1,764387.161225537
3331,3,3,1969,0.872303178306519,2,1,687869.251301219
857,5,3,1984,1.64271997365663,1,4,252024.01768126
3519,5,3,1966,4.00994747109745,0,10,788284.69020152
1167,1,1,1967,0.944317430971996,2,10,219652.598013561
4968,4,3,1994,0.840474967568499,1,6,1043830.29134392
1645,1,1,2002,2.12693629439317,2,9,368670.135120414
4685,5,2,2017,0.914755813125945,2,1,1015603.70161747
4219,2,3,2014,3.13285298992791,1,7,909745.299791729
3245,5,2,1950,1.5182386286747,2,10,695195.358535468
1039,4,2,2007,4.53064083439718,1,5,322312.862507952
3279,5,3,1975,4.02575036380366,0,8,746167.72810828
4636,4,1,1969,3.64867342744764,2,7,985351.023912946
4275,4,3,1959,3.27624812323026,0,4,896792.553841208
3008,4,2,2008,4.38559578653659,2,4,716524.691988561
3279,4,2,1990,1.50377927694241,2,6,695362.741532193
1424,4,3,1954,4.42898979243902,2,6,379005.711867118
3456,2,1,2014,4.05271534290824,1,9,763645.6101594
2081,1,1,1966,3.86672371874458,0,5,424881.192942697
3824,3,2,1971,3.02565055133716,2,8,809782.166226193
4985,1,2,1990,1.6080987243677,1,5,1032002.23811404
755,4,1,2017,2.40596562196353,2,2,239234.57432208
2338,2,3,2018,4.07106794542461,1,6,560304.661221065
2444,5,2,1960,0.64300317960796,2,9,523988.431301693
509,2,1,2005,4.01922846168691,0,3,179398.433193159
3371,4,2,2000,1.58031833219405,0,1,736289.124555075
1297,2,3,1970,1.14939140324721,2,1,284798.213460417
1515,2,1,1975,1.02065593181136,1,3,327253.457982995
2324,4,2,1968,0.622625053778668,2,10,506990.324757041
4969,2,3,2009,2.85613918349654,1,5,1064774.93432242
3636,3,2,2020,1.48216942712178,2,3,818671.391334938
2693,3,3,1996,4.95244294600834,1,9,648718.326087714
723,2,3,2020,3.08496540142493,0,8,236865.439182751
4658,5,1,1975,1.12048371210205,2,3,951484.547365097
4425,4,3,1989,3.59943143365114,0,9,967287.613850885
4500,3,2,1954,4.53984604929376,0,6,936969.454836041
2133,5,3,1970,3.85330772916326,2,7,523680.204086382
2652,2,3,1953,0.843979374677515,2,4,537770.495624191
1010,5,1,1972,4.53147881536697,1,4,261227.318720341
884,1,3,1964,4.07268223636984,1,2,217669.884905505
904,3,3,1957,1.21236755047526,0,5,198204.128305072
2500,2,2,1990,0.733036499297676,1,8,517128.757866331
3256,4,1,1968,3.00789758891439,1,7,701609.100283739
2168,2,1,1995,1.2021611510299,2,7,465144.071941719
1960,4,1,1977,4.25565928667873,1,6,466251.491619707
4136,2,3,2017,2.11250595502253,0,3,894174.439544655
3224,5,1,1964,4.60801600131459,1,5,705754.431978362
4678,5,3,1986,3.04559677463453,0,1,1007068.65014527
2548,5,3,1950,1.32202572907851,2,7,547523.911080731
4646,1,2,2016,1.1281949031191,0,9,965317.506101975
1216,4,2,1973,3.09412596900989,1,1,299226.767089076
2323,5,2,1976,3.928476253381,2,2,548288.243377492
2581,1,2,1989,4.01677541483982,1,3,570399.74276779
3919,4,2,2012,1.74090831998577,2,3,875382.742744668
2074,2,3,2010,1.41911041510475,2,8,473734.215407891
749,1,3,1985,0.575403370215721,1,7,146020.40342022
1173,3,1,1973,3.55639618040526,1,6,288382.460461481
2665,1,3,1973,0.844557162950925,2,10,537619.590805617
1270,1,3,1953,2.39342540794667,2,10,264215.339774528
4462,4,2,2016,3.20756973808233,1,4,1010589.32913523
4863,2,3,1983,4.71699025213855,0,9,1047149.24820857
2484,3,2,2006,1.90310961630096,1,1,562238.480975702
1577,5,1,1998,1.62397473100934,2,2,370970.386052157
735,5,1,2002,3.44372069428744,1,4,238459.115890802
888,1,3,1972,3.28657564424112,0,3,215993.895115703
3537,4,1,2018,1.99449402488656,1,1,769763.673034886
2348,4,3,2002,4.67645825979404,2,5,594755.324828068
3314,5,1,2011,4.30188047370335,1,7,779336.117831998
3874,3,2,1990,1.50792145639287,2,2,820831.696401767
3778,2,2,2006,1.57614145445535,2,5,818613.710803413
1752,3,2,2009,2.80535156099186,1,6,432824.658563363
4481,2,2,2003,3.98107445778824,2,7,996696.835850388
2622,5,3,2019,0.69818170724809,2,1,604936.830452781
2650,2,1,2006,3.62000819180618,0,7,596659.368549276
1829,4,3,1959,3.41706153821944,0,4,417900.590937191
1858,1,2,1989,1.54166043160845,0,8,376032.361536576
2982,1,3,1956,3.56608855958607,0,4,626454.278414705
2517,5,1,1987,4.73082436063437,2,6,629609.098468044
1831,4,3,2010,0.710536302372958,1,9,432687.983790756
4844,3,1,1952,1.93843424881428,2,5,979926.724614952
4761,4,3,2000,2.4717952249986,2,4,1041122.11313313
1858,1,1,1996,4.5466716151611,2,8,433664.227528345
3677,1,1,2017,4.83017650974121,1,9,806645.044868098
2628,4,2,1987,2.4985186092335,0,4,576020.044307549
2680,4,1,1985,3.87512785463986,2,3,600207.334010081
637,1,2,1990,2.89247460694017,2,8,190828.139884694
3972,3,2,2018,2.92002320633619,0,5,878049.251155811
3332,5,2,1962,1.7514478177986,2,2,704212.523976507
4079,5,3,2007,1.47630310638746,1,10,909836.08484369
3531,4,3,1999,1.79602405665819,2,9,771922.849821314
4664,5,3,1979,3.00347603265686,2,3,1010183.50010981
3093,1,3,2011,0.631198337099401,0,2,650748.697748977
4800,1,1,1974,4.58262024960383,2,1,1018026.99365829
4318,4,1,1976,1.20327669297399,2,8,897666.000846298
4638,4,3,2000,1.49039904592124,1,3,998439.237113977
4323,4,1,2006,2.83224279401441,0,7,938864.819262576
4542,3,1,1996,3.69551644851776,0,1,978835.105283034
2406,5,2,1988,0.930780746349788,1,1,533178.240246539
1260,4,2,1965,1.92962613896223,2,9,278644.669336664
3945,2,2,1971,4.85903572508461,0,8,846346.328092601
1399,2,2,2003,1.68054335051426,0,3,310271.263668536
4955,1,1,1970,1.90872565278416,2,6,995441.710220771
3447,5,3,2021,4.26424320778115,2,3,830557.168701835
2219,4,1,1965,0.725964942607049,0,4,470083.290366934
780,2,1,2008,2.59075925964037,2,1,217462.445057088
3766,5,1,1980,2.20827544003252,0,5,787281.735937872
2387,1,2,1991,1.92464041958893,2,1,508927.804187065
3766,3,2,1981,1.78564817320144,2,1,799178.310054401
1166,5,2,2008,0.911183471871841,1,10,319601.391539603
4688,5,3,1983,1.91671623208242,2,7,1004456.21948185
1171,3,1,1958,0.693735812220509,1,6,206781.757443071
2469,5,3,1960,4.01433738639996,2,2,583183.430910309
4656,1,2,1959,2.29202507281105,0,2,913774.389033169
3622,1,3,1966,2.4975672454396,0,7,734501.954266519
4400,3,1,2017,4.52117563902559,2,1,987241.429730274
1023,4,1,1997,3.46124742737549,2,2,287822.376877631
2893,2,2,2001,0.536265965039539,0,8,607535.634046336
3617,4,2,1974,4.74428670332578,2,6,804727.957727023
3093,5,3,1970,1.5671500968997,1,2,665369.958931828
2468,2,2,2014,0.984263831419365,1,7,540221.253941797
2253,3,2,2012,3.95657680271397,1,4,551444.631615897
2796,3,1,2000,2.75214792140023,1,2,621460.490568083
2761,2,2,1985,2.45196754708108,1,6,596339.570958442
2786,1,2,2015,1.62276385857234,2,9,617979.852975003
4702,2,1,1964,2.96362170438043,2,9,967780.666722216
3378,5,1,1988,1.73473072341164,1,8,734156.816086267
4643,1,3,2019,4.5571235237918,2,3,1021134.62118941
4144,3,2,1950,1.46842015879937,2,3,834328.579373647
4932,2,1,1972,4.47959817705089,1,2,1040389.04813578
2555,4,3,1988,3.01732441577311,2,5,602549.278182301
1776,4,3,2006,4.22819660252858,2,4,468699.441295591
3266,5,2,1983,3.7078069813743,2,7,738226.711971728
802,4,2,1990,3.63512800146537,1,4,237185.913269145
1138,2,3,2022,1.95955613462775,2,9,315357.48101833
555,2,1,1962,1.55253619162492,0,2,111626.853423616
1025,4,3,2019,1.44898802456355,0,6,282660.219295537
4623,2,2,1955,4.35736245676815,1,7,972040.059987793
2625,5,1,2001,4.19192069116559,0,4,625113.60845913
3787,1,1,1952,2.48258087605538,1,6,745395.855369206
864,5,3,2012,1.09582076073405,0,7,250123.469112831
2146,5,2,1998,2.22013513389856,0,4,510968.1406545
1418,2,3,1996,3.2870455436161,0,8,353161.461322112
3297,1,3,2004,2.54481419515979,1,9,740330.467203873
2031,2,3,2013,4.01085170817348,1,1,496840.529192629
3845,3,1,2014,4.98930270013123,2,7,888020.557522268
2406,2,1,2016,1.36009439802004,1,9,522309.405872185
3586,2,2,1964,2.56842868846808,0,10,724033.560457135
2575,2,2,1981,2.4394275586437,0,5,545482.742009306
1213,1,3,2017,1.87021639737028,1,2,305026.770754624
1562,2,3,1967,1.3914298252413,1,10,355453.18292922
2476,1,3,1992,0.795614524203466,1,6,513292.75970622
1796,4,2,1984,4.49203692750664,2,7,442278.766617753
625,3,1,2007,2.38931913958843,0,2,185569.89426877
4096,1,1,1982,2.73602983325022,2,2,826494.04712329
3783,4,3,1963,4.62623921690412,2,10,839074.020427519
2103,1,3,1983,3.99330714882177,0,10,474659.860055278
566,1,3,2010,1.08725568852733,0,1,158454.839157362
732,3,3,1953,3.04438985423484,1,4,190802.070307801
2656,5,2,2008,2.49013524433802,1,7,619516.332475993
1669,5,1,1978,4.08744982660443,2,9,416605.607252767
2658,1,3,1955,3.75904646425377,1,3,551324.4886577
4706,2,2,1998,3.60682574859982,1,7,1000021.76068092
1993,4,3,1989,2.03245175965954,0,7,462185.724188699
4507,2,3,2014,4.12233678679665,0,7,985499.196315984
2972,2,1,2018,0.735760830176875,1,2,629290.143446935
3160,1,3,1976,1.21831205644475,0,6,627322.941247679
3239,1,1,1955,2.0103047284006,1,2,638451.402788912
2261,1,1,1962,0.845633484811766,0,6,439898.803264841
4014,1,1,2013,1.55747424890611,0,10,821146.233905558
2475,5,2,2011,4.23567942349063,0,3,594005.006523384
2862,1,2,1968,4.76713192005536,0,2,613658.10994733
1376,5,1,1992,1.87071060098386,1,6,335417.636974335
4312,5,3,1969,1.69032111794977,2,2,919941.40983682
3948,1,1,2017,1.75951693510892,0,5,823529.54887429
1812,3,3,1993,1.7497358930788,1,2,415639.645407928
1960,4,1,1972,0.661685819836878,1,3,407600.391402959
3209,2,3,1951,4.67112355848999,0,3,694271.162303798
2824,5,2,1971,1.46164163706648,2,6,591174.136852814
2233,4,3,2006,2.39001833336632,0,6,525760.88061018
2105,3,1,2021,0.543590972334355,1,10,472291.952524426
3063,2,2,1956,4.36079790911776,2,3,647832.207590659
3921,2,3,2005,3.79020805004713,1,3,889364.81706838
4017,5,3,2016,4.76040215828166,0,1,935451.933571938
2897,1,3,1965,4.0172696563838,2,7,625246.117975684
4235,3,3,2000,1.91167930423429,1,8,917235.410531937
3370,5,3,2021,1.61543011427791,1,2,769318.60382615
1660,3,2,1961,3.63972338398982,1,4,357130.120281803
742,1,2,2002,2.13850748754725,0,10,181191.067044043
3090,1,2,1954,3.04796757088677,2,7,641013.919122572
1563,5,2,1976,0.528158619619116,0,8,336153.428026435
4824,1,1,1961,0.778485657562139,0,1,924012.941848842
3095,4,2,1966,2.90915573531743,0,4,670894.058124789
1419,2,3,1955,3.04732240901674,2,6,312202.087175021
505,5,3,1954,3.88153825006705,0,3,159121.465614504
967,3,2,2006,1.09384393830783,0,5,240302.219971251
4670,4,3,1977,2.8093238769055,0,10,1001847.36024977
503,5,2,2018,1.3750143999426,0,9,206042.351316464
1145,1,3,2008,0.919382538032126,1,3,275063.099147056
617,1,1,1982,2.3472310732725,0,5,147206.865762971
3428,1,1,2011,1.23501491640076,1,8,710065.561756133
3051,1,2,1999,1.49801890186543,0,6,624411.602468287
4789,3,2,1968,1.92899560941276,2,4,988358.247637383
1346,4,2,2018,1.66724780334438,1,8,351280.416202762
3262,2,3,2015,0.894160838326759,1,3,696027.285161255
1641,3,2,1996,0.90462310186866,1,3,364016.40122899
2310,3,1,1988,1.36962236855376,1,4,494537.511545498
1223,2,3,2017,0.727516345817925,2,9,307116.67913745
724,2,2,1982,3.31905658854617,0,5,194628.727362035
4708,1,3,1962,1.79297022429006,1,8,949404.200665725
2548,3,3,2003,1.75885685496082,2,6,574912.766231712
4915,5,2,1956,1.99399232406994,1,3,1011770.87859456
2073,2,3,1963,3.48258323394375,0,8,438849.234529218
2328,2,1,1968,4.41785246667571,1,9,527715.537391987
2417,4,1,2003,3.91589119650037,2,8,580272.871593699
4734,5,3,1969,3.77388153601293,0,4,1021159.69248225
2526,5,2,1978,2.67976033520382,2,6,567108.484213533
4244,2,3,1973,3.62212500635335,0,1,926488.454118578
1401,1,1,2012,2.98743065615112,0,4,321278.179520038
2539,4,3,2006,1.47312737683938,0,8,572608.43139653
509,5,3,1957,1.43864765483473,1,1,140538.083185382
760,2,1,2011,1.83376403093878,2,3,211508.590121524
2173,5,3,1978,4.59861201936416,2,1,552158.500842619
2719,4,3,1966,2.96336678170877,2,9,623326.586803324
2560,4,2,2015,3.80257419650841,0,2,622100.189502233
4213,3,2,1955,2.05951441917446,1,9,845932.40828795
2119,2,1,2007,2.33472096799351,0,4,468251.363268685
820,4,1,2018,1.06504510386763,2,2,236054.000283153
1842,3,1,1977,1.27082731019752,1,4,405144.670068021
2876,3,2,2011,4.22310449671766,1,10,663568.512666522
3332,5,1,1990,3.13177384259997,1,6,755402.372691252
3324,5,1,2018,2.01889609647719,2,7,759882.585142622
2494,3,1,1990,4.11283044047996,1,3,578870.761959494
3458,5,2,1998,1.60933957537092,1,3,760720.146464205
2538,4,3,1998,4.89214714370092,0,10,611557.880854251
3990,1,1,2020,2.05167923485776,0,8,851283.91631688
4177,4,3,1952,2.01789929368052,1,5,870212.799676264
1618,3,1,1959,1.90360357491517,1,4,340874.623281125
2104,3,3,1984,1.0495018216593,0,7,451409.480971103
4527,4,2,1951,1.00011716299406,0,7,898403.537211712
735,5,2,1973,3.41647265540356,0,9,198659.219880815
2469,5,1,1987,4.43803120051121,2,9,600564.200689062
4929,3,3,1971,4.05734229622253,2,5,1062899.02926778
2408,2,2,1975,1.13498417309608,0,8,476966.936267802
875,5,1,1992,2.9551195480643,1,10,245941.056487998
4030,4,1,2004,0.97516195689488,0,1,844959.841233909
3135,5,2,1988,0.703825896258848,2,9,663727.544124059
2070,4,2,1978,3.45373636723145,1,8,473629.22154242
3060,3,1,1969,2.90818550156158,2,6,638284.47895536
3891,5,3,1990,0.869106583451619,1,3,833111.808632895
3465,4,3,2003,0.657226608826948,2,3,749471.424149109
4143,3,3,1969,4.95390386034201,1,8,891638.508696463
4350,2,1,1968,0.635095994670823,1,5,877752.342225757
1372,4,2,2015,2.50037713872572,1,10,377431.064391178
1752,2,1,1979,2.77078561073463,1,7,373171.58994582
1814,2,2,2002,1.027760665102,2,5,405940.623943066
3398,1,3,1983,1.26077800297872,2,8,706686.320942894
577,5,3,1971,2.08312252884659,1,10,185557.696480434
3121,4,2,2016,3.92754144296148,1,10,728927.071377821
4727,2,2,1955,2.7818709082712,2,4,976049.131463892
1100,1,1,1976,3.37055843548833,1,2,241079.323490256
1565,3,3,1959,4.93328549790804,1,3,368640.658426934
2636,4,1,2022,3.95602445890944,1,8,645781.732476787
2949,2,1,1997,2.45462674163548,0,7,641526.985365757
2843,5,1,2019,2.50898864808447,1,2,691113.919456574
2363,1,3,2008,3.28447434668452,0,6,528869.862549366
1818,2,1,2008,3.49414343788507,1,9,441001.348419084
4097,5,1,1951,2.75319916626502,2,4,852599.97505604
4262,2,1,1978,3.40187550266741,0,9,894261.719645252
2690,4,1,2017,0.605896224863445,0,2,574383.547860639
1492,4,1,2014,2.4333028875358,1,2,366271.845556051
3212,4,1,1975,1.75522134233065,1,9,665969.571903295
2692,1,3,1959,1.081285003594,0,7,525408.915510591
1748,4,1,2002,0.947959307639488,2,7,394408.576949209
3554,5,2,2008,3.214364745266,2,1,826606.014618124
4533,2,1,1971,2.85620246218675,1,6,940711.98311538
2497,3,1,2000,1.64112852648366,2,7,555012.703309709
4187,5,3,1997,2.61927526447631,2,6,950877.005363753
2651,5,3,1970,2.71504541832084,1,6,601083.947569366
4518,4,2,1971,1.37754041197377,2,2,926094.139076205
3610,1,2,1979,3.43441877846743,1,6,774150.046812395
2470,2,3,1974,4.01413710373741,0,4,543160.494200001
697,1,3,1977,4.06158593400284,1,9,202427.974006898
3126,2,1,2014,3.21111423816555,0,1,708104.055738034
1702,2,3,1994,2.80237362133556,0,8,402002.484427337
2535,1,2,2017,0.774532143524277,2,5,533656.394021218
977,5,1,1956,1.79524084483223,2,1,214146.491007385
1754,2,2,1998,0.919721510501764,2,4,398823.267326378
1422,1,1,1958,4.83720422395313,1,1,313266.836502869
919,2,3,1985,1.10786065801592,2,6,217213.645219661
2704,3,2,1950,1.18298934432996,0,2,539133.084326586
3097,5,1,1959,4.50309478248721,2,5,697909.650358112
1620,4,1,1985,4.74767727564406,2,7,418003.157258516
3568,2,3,2022,3.94623067655709,1,2,818706.776436152
1450,3,3,1995,0.524322156527014,1,6,325738.147890582
2836,4,3,1981,0.506058219304537,0,6,605369.861542482
2743,4,2,1981,2.20145346404353,1,5,606157.497271331
3145,2,1,1955,1.14527916504902,2,5,613606.187469557
2357,1,3,1997,0.582737639682188,1,3,503962.187725164
2365,2,2,1987,2.58830010232027,0,10,510534.160383506
3412,3,2,1966,4.74377853833137,2,10,744040.056331627
3353,4,2,1976,1.95718808706094,0,2,701368.114316881
3728,2,3,2003,3.47513305292913,1,7,816939.587430839
4219,1,3,1999,3.43505908909598,1,1,907601.786170403
3728,2,1,1984,1.62986046649326,0,6,771385.149780761
2871,5,1,1974,3.42691361970739,2,6,636552.752485306
3391,1,3,1977,1.45550288429101,1,3,694917.300874546
4256,3,2,1964,1.049033361096,1,2,852368.606960166
4725,4,2,1953,3.65622478501861,2,2,993240.281362565
594,2,2,2022,1.01048367696763,1,9,158856.843034662
3174,1,1,1976,4.9860914836521,0,5,678385.989963216
2455,5,2,1975,1.32553580517603,1,7,531945.983279591
1293,1,1,1968,3.17363838240406,1,5,279607.455176418
2334,5,1,1966,2.35118557135665,2,7,515300.592702904
2616,3,2,1992,1.0687389008255,0,4,542247.162262862
4606,4,2,1990,0.62529758409836,2,8,974421.446201911
3825,3,3,1991,3.30229527031775,1,10,843637.459456986
3419,2,3,1999,4.13040903705107,1,10,772740.070727541
3097,1,2,1989,4.28907047678035,2,7,685644.233617854
3705,5,1,1988,2.6722106288462,2,10,808905.584960471
1314,5,1,1972,3.99854960232073,2,5,341956.267432298
845,1,1,2001,3.52781210069845,0,6,222673.065869763
2849,1,1,1996,3.7591453737461,1,5,604718.223692736
862,2,1,2012,2.71669552349816,2,7,234762.824479012
2943,3,3,2018,3.35035283108957,1,2,690305.822762308
2765,5,2,1992,4.12486661109226,0,5,652434.705223327
2688,2,3,1997,2.2904787900066,0,10,601890.29190937
3505,3,1,1983,4.12690505390413,0,3,753186.167662594
3781,2,1,1989,3.16407579255078,0,9,792681.518420083
1484,5,1,2010,1.24655460966854,1,6,360372.978038563
2139,1,1,1999,0.611078707510631,0,10,422950.904711614
1327,1,2,2016,2.13239120179618,0,3,312914.00307582
3230,3,1,2011,2.96013347733353,2,7,734110.024359883
4031,4,2,2007,4.2791915849157,0,4,899849.518820092
4951,3,1,1982,1.07368556063111,2,3,1017583.427361
3435,4,2,1965,4.10092856457611,0,8,729494.906168458
4376,2,3,1997,4.38354070730252,0,4,953339.730645116
626,2,1,1959,1.17809369150375,2,1,113576.512370376
3677,5,2,1987,4.33217443686899,0,6,847131.213282175
3556,4,3,1968,4.96154105529256,1,10,796875.092781862
1103,5,1,1985,3.77077473971707,1,1,280149.186361247
3949,1,1,2008,4.03146356821245,0,5,833283.064454574
4646,4,1,2012,4.97486870401493,1,7,1046163.32642369
4033,3,2,1995,3.22466562736675,2,6,889107.6929684
3867,1,2,1952,1.88548871907312,0,2,760436.889362369
3868,1,3,2014,4.26888875334225,0,4,864309.032358144
4297,3,2,1957,3.26518599880234,2,2,910000.385957092
2292,1,2,2000,3.1153794067443,2,1,512734.778893793
3361,4,1,2022,1.64135999981317,2,3,762769.505557466
3976,5,1,1955,3.90350421312299,0,3,827432.414346581
3917,1,1,1988,0.867502741370433,2,7,780363.062791176
2145,4,1,2009,4.65929181857598,2,1,524818.963329321
1705,2,1,1977,1.96620557346718,1,9,354744.63059531
3530,4,1,2003,1.07498593755496,1,6,754662.176890661
3372,5,1,1986,2.49064939896088,0,4,733900.755906679
3572,4,3,1958,0.691114591654399,1,3,729385.552403687
2354,3,3,2005,3.58081787419235,1,3,556236.734804768
4521,5,3,2008,4.5621747970041,2,2,1039730.21351093
3208,2,3,1951,4.26768353212329,2,2,672640.786295792
4002,3,1,2010,1.07316263051547,1,10,860129.729209054
1832,4,3,2007,1.06822011698479,1,5,432387.041025792
701,5,1,2009,4.16045517045919,1,9,246717.966366451
4007,2,3,1989,4.65914423571402,0,2,897176.566820151
4712,3,2,1985,2.5730142342507,0,2,976572.748178268
1074,2,3,1986,2.74537002611195,0,6,251724.67925136
1036,4,3,1967,1.93217918623577,1,10,238220.484544851
2125,2,1,2012,4.52419303215386,1,2,514184.181665313
2622,1,3,1971,3.4020630738156,0,4,561747.26240361
885,3,2,1960,1.79713209725316,0,6,194353.736139976
3781,2,1,2007,1.84452291974413,1,5,826587.796971112
974,4,1,2006,4.51040032878621,2,1,280961.680389786
917,4,3,1953,0.561353107576197,0,6,191907.652504887
4100,2,1,1956,1.95226957726987,1,1,809712.737933326
1454,4,1,2010,2.99460506547366,1,3,369854.924493217
1705,5,1,2003,1.16697857944696,2,10,400306.957409166
4620,5,1,2017,0.914444393898154,1,5,985628.969200393
2490,5,1,1950,4.16874348990752,1,10,567376.400694647
4072,1,1,2004,4.52481974891828,0,5,889695.269503913
4880,2,2,1952,4.20622889359185,0,10,1004325.39318945
4658,1,3,1987,4.54454550381807,2,6,1021278.34008214
3213,4,2,1950,2.98900386976267,2,10,665309.768393451
2703,1,1,1987,4.15516154445654,1,8,576620.371853539
3620,4,1,1978,2.22819187275995,0,5,738643.200769453
1466,4,3,1954,3.49820537665567,2,1,343678.935248602
3932,3,2,1970,4.94975989125124,2,5,865263.383635816
1188,5,3,2020,1.51577475727607,2,3,342365.207138464
4743,4,2,2016,2.25454885830986,1,4,1037911.65198525
4201,3,1,1996,2.66021319789539,0,8,876992.62965777
841,5,3,1984,1.12106969159023,2,7,238047.592799994
2224,4,3,2017,0.864673747092755,0,5,518166.381388781
4922,4,1,2018,4.23375289844731,2,2,1108236.83629137
2292,1,3,1950,4.89557467772414,2,6,483905.998389962
2259,1,2,2017,2.32126278723346,0,6,509733.85039648
3712,5,2,1961,0.89442426287594,0,10,747938.711543964
1489,4,2,2009,0.796152923107594,0,10,347769.0613211
2762,2,2,1976,4.51093192862134,1,6,619407.627915684
2982,1,1,2005,2.58716412377456,2,9,646118.397919178
1451,5,3,1972,1.94012292453076,1,8,338786.444070168
1222,4,2,1974,2.6440757205773,0,8,291123.867370504
3889,4,1,1970,1.93236842611556,2,1,796470.173239297
2579,2,3,2010,2.70066098888429,1,5,603812.588792247
3217,5,3,2012,4.36800378613072,2,7,779867.216596998
2832,4,1,2001,3.16535616977943,1,6,656065.841989245
3876,1,1,1974,3.62594197764579,0,5,793323.812793726
2000,2,2,2004,2.14101804305451,1,8,448879.510761752
785,5,3,1995,3.82327645329733,2,3,262707.278933082
3995,2,3,1981,3.49977688195718,2,6,872258.392546289
2565,1,1,2004,1.03802898988425,2,5,530476.123274979
1268,5,3,1954,3.07689283902013,2,8,321199.346909454
3557,2,2,1985,1.65534573339391,0,4,730405.662024216
4789,3,3,1998,4.11843051335117,1,8,1033816.82470135
2661,1,1,2007,2.41671968810123,0,10,564747.654643654
3793,1,1,1988,4.97607874338419,0,2,804450.099007134
1446,1,2,2010,0.916251970725337,0,9,316282.806797703
3835,3,2,1958,4.01156538233071,2,9,806269.403378216
4650,3,3,1955,3.5316578009397,2,10,988234.618021242
1981,4,3,1984,3.95374473765817,2,10,489595.412461342
2401,2,1,1988,1.88388407970705,1,6,504682.301248019
3951,4,2,1971,2.7142452022208,2,4,851472.599411188
4564,2,2,1990,4.08428833875669,1,4,991703.394422109
554,3,2,1954,1.54643599229385,2,6,120795.552366711
2323,3,3,1991,1.51714938554893,2,5,511645.237787741
3962,4,2,2016,2.9797292898272,0,6,868356.243186287
3579,5,1,1979,2.85603610788435,0,7,765780.044047913
1332,4,1,2006,1.7701811168582,0,7,317780.594286393
4908,2,3,2022,1.8413404273617,1,9,1058290.68094035
3306,4,3,1978,1.75030323442954,1,8,708003.079705063
2990,1,2,1986,3.97180427899319,2,6,663456.393905412
